NO,Àü¿ë¸éÀû(§³),¿ù¼¼±Ý(¸¸¿ø),Ãþ_2019,Ãþ_2020,Ãþ_2021,Ãþ_2022,Ãþ_2023,°ÇÃà³âµµ,X,Y,ÃÖÁ¾ Áý°ª(¸¸¿ø)
46582.54,27.6,12.97,2.59,2.59,2.59,2.59,2.59,2025.11,126.93,37.51,19447.36
21574.73,40.86,54.37,8.59,8.59,8.59,8.59,8.59,2020.43,126.89,37.59,858.89
45348.12,53.38,44.51,2.96,2.96,2.96,2.96,2.96,2023.85,126.94,37.57,14547.67
19361.62,27.56,5.36,3.42,3.42,3.42,3.42,3.42,2016.01,127.07,37.58,17293.84
30351.4,26.6,40.55,3.43,3.43,3.43,3.43,3.43,2013.31,127.03,37.48,5693.11
75664.18,12.91,53.24,2.31,2.31,2.31,2.31,2.31,2025.83,126.96,37.54,23047.62
33514.03,38.15,15.39,6.18,6.18,6.18,6.18,6.18,2005.21,127.07,37.51,32382.39
27779.9,42.96,57.66,6.82,6.82,6.82,6.82,6.82,2006.35,126.96,37.53,4571.37
14176.18,32.05,6.43,6.27,6.27,6.27,6.27,6.27,2021.21,126.99,37.48,30500.6
56488.5,66.7,88.75,5.68,5.68,5.68,5.68,5.68,2005.71,127.02,37.56,38803.46
36968.71,20.17,19.75,9.49,9.49,9.49,9.49,9.49,2007.58,127.01,37.57,21832.26
37146.01,23.77,81.78,6.79,6.79,6.79,6.79,6.79,2002.54,127.08,37.59,31060.67
39666.56,17.64,133.74,3.67,3.67,3.67,3.67,3.67,2004.81,126.98,37.52,34271.44
29109.78,3.68,9.23,10.17,10.17,10.17,10.17,10.17,2004.15,127,37.47,40453.45
44187.6,30.87,22.75,18.39,18.39,18.39,18.39,18.39,2011.58,127.09,37.59,3567.93
61915.66,19.07,20.9,7.76,7.76,7.76,7.76,7.76,2012.44,126.89,37.47,9900.67
17361.04,52.96,82.07,4.53,4.53,4.53,4.53,4.53,2013.83,126.91,37.5,28238.15
41504.25,29.31,36.38,9.09,9.09,9.09,9.09,9.09,2006.3,126.86,37.56,46634.46
2855.23,17.41,57.74,6.31,6.31,6.31,6.31,6.31,2006.74,127.03,37.54,31979.71
26444.25,27.69,61.26,0.05,0.05,0.05,0.05,0.05,2009.3,126.99,37.61,30542.45
38250.32,33.57,35.83,4.23,4.23,4.23,4.23,4.23,2019.05,126.96,37.49,27511.95
35035.94,35.93,41.4,3.34,3.34,3.34,3.34,3.34,2007.12,127.13,37.52,9317.45
9897.82,69.8,17.99,3.08,3.08,3.08,3.08,3.08,2013.1,126.95,37.56,48786.12
33458.44,38.54,56.23,3.02,3.02,3.02,3.02,3.02,2016.77,127.09,37.56,34261.47
76838.42,26.58,27.19,2.22,2.22,2.22,2.22,2.22,2009.38,126.99,37.55,15803.5
24245.34,36.59,27.6,14.79,14.79,14.79,14.79,14.79,2018.48,127,37.54,7553.16
36133.17,7.85,1.24,4.52,4.52,4.52,4.52,4.52,2012.3,127,37.58,3972.55
13841.39,60.64,4.11,3.13,3.13,3.13,3.13,3.13,2023.59,126.85,37.51,25696.08
37757.79,26.16,52.9,4.35,4.35,4.35,4.35,4.35,2009.35,126.92,37.45,11601.44
35719.98,38.1,133.33,10.04,10.04,10.04,10.04,10.04,2012,127.14,37.52,21763.81
26648.62,62.15,59.19,15.21,15.21,15.21,15.21,15.21,2025.18,126.86,37.5,19179.21
45604.76,61.08,12.22,7.82,7.82,7.82,7.82,7.82,2018.29,126.88,37.57,16911.11
33271.86,12.67,81.82,8.94,8.94,8.94,8.94,8.94,2017.51,126.96,37.55,17564.06
15629.56,16.27,92.52,3.27,3.27,3.27,3.27,3.27,2027.75,126.92,37.52,36489.97
29817.22,44.49,87.93,15.28,15.28,15.28,15.28,15.28,2013.05,127.12,37.54,16230.02
18898.85,4.88,116.58,4.84,4.84,4.84,4.84,4.84,2019.37,127.07,37.54,29981.69
29368.12,29.35,18.48,7.45,7.45,7.45,7.45,7.45,2019.91,127.1,37.52,28249.34
14744.11,45.78,65,10.84,10.84,10.84,10.84,10.84,2013.92,126.98,37.57,33426.68
56295.27,36.2,33.43,7.36,7.36,7.36,7.36,7.36,2014.04,127.02,37.48,20553.78
70980.2,20.46,23.86,6.29,6.29,6.29,6.29,6.29,2004.53,126.97,37.59,24897.13
16435.85,33.56,31.57,2.9,2.9,2.9,2.9,2.9,2032.07,126.87,37.52,23990.88
26500.74,52.1,15.16,11.87,11.87,11.87,11.87,11.87,2015.96,127.04,37.44,36064.17
13771.46,41.21,14.63,10.74,10.74,10.74,10.74,10.74,2014.39,127.02,37.55,11606.66
46552.91,30.15,82.75,4.9,4.9,4.9,4.9,4.9,2011.33,127.08,37.56,20182.08
50808.11,62.86,28.68,10.06,10.06,10.06,10.06,10.06,1998.48,126.87,37.48,11197.52
32506.46,3.59,12.73,4.15,4.15,4.15,4.15,4.15,2008.55,126.97,37.61,20356.7
29684.3,8.22,54.08,5.08,5.08,5.08,5.08,5.08,2000.53,127.11,37.57,33262.01
23360.43,29.16,30.47,4.6,4.6,4.6,4.6,4.6,2012.27,127.02,37.58,22684.79
51421.06,28.11,18.61,6.53,6.53,6.53,6.53,6.53,2015.76,127.05,37.45,12630.81
43816.83,32.67,58.81,13.32,13.32,13.32,13.32,13.32,2010.18,127.03,37.43,23365.91
39382.35,28.95,82.31,2.88,2.88,2.88,2.88,2.88,2011.45,127.01,37.55,24104
41997.66,2.53,113.76,7.57,7.57,7.57,7.57,7.57,2017.16,127.07,37.58,33671.02
36852.72,54.43,42.96,10.07,10.07,10.07,10.07,10.07,2002.13,126.99,37.58,30302.49
53825.44,55.36,20.92,15.87,15.87,15.87,15.87,15.87,1999.57,126.95,37.51,7184.6
69148.86,40.29,27.42,9.36,9.36,9.36,9.36,9.36,2024.09,127.09,37.54,7332.91
5690.13,14.28,17.87,1.47,1.47,1.47,1.47,1.47,2001.88,126.93,37.54,12522.87
69613.29,16.74,4.97,11.91,11.91,11.91,11.91,11.91,2012,127.14,37.6,1310.05
25177.64,53.16,6.55,5.02,5.02,5.02,5.02,5.02,1995.84,127.08,37.5,6776.36
21693.6,2.74,71.48,6.38,6.38,6.38,6.38,6.38,2000.25,127,37.55,2646.51
57734.64,46.53,39.78,5.81,5.81,5.81,5.81,5.81,2006.05,126.94,37.56,28591.71
11539.82,14.56,20.04,0.54,0.54,0.54,0.54,0.54,2021.35,127.1,37.53,6075.4
82013.74,40.19,32.7,5.98,5.98,5.98,5.98,5.98,2013.33,127.06,37.52,39223.83
27277.8,45.6,71.52,8.88,8.88,8.88,8.88,8.88,2003.96,126.99,37.47,8105.85
38353.67,47.88,25.35,5.37,5.37,5.37,5.37,5.37,2009.63,126.93,37.49,31028.94
23717.08,31.14,153.34,1.62,1.62,1.62,1.62,1.62,2001.07,126.95,37.5,12092.18
45528.81,13.14,94.4,13.52,13.52,13.52,13.52,13.52,2029.82,126.89,37.54,17601.04
15020.05,19.31,120.95,5.86,5.86,5.86,5.86,5.86,2003.99,126.77,37.53,22509.17
3029.08,54.8,63.15,12.19,12.19,12.19,12.19,12.19,2012.1,127.09,37.53,12974.98
50638.51,57.3,52.17,8.36,8.36,8.36,8.36,8.36,2012.01,126.97,37.49,24671.74
28141.71,8.98,44.62,0.41,0.41,0.41,0.41,0.41,2002.52,126.88,37.57,22637.34
30173.77,31.47,55.98,3.19,3.19,3.19,3.19,3.19,2014.69,126.88,37.53,19899.64
44749.78,28,52.41,5.37,5.37,5.37,5.37,5.37,2013.58,126.78,37.53,23045.21
3234.82,50.72,5.2,12.85,12.85,12.85,12.85,12.85,2005.5,127.03,37.48,34607.07
33313.86,52.27,3.33,6.36,6.36,6.36,6.36,6.36,2001.23,127.14,37.54,30597.93
4150.32,23.84,7.25,0.32,0.32,0.32,0.32,0.32,2001.19,127.21,37.54,29826.21
35769.82,41.33,68.97,17.87,17.87,17.87,17.87,17.87,2015.58,127.01,37.53,20131.72
17331.01,56.87,78.38,3.92,3.92,3.92,3.92,3.92,2016.34,127,37.55,41695.54
5816.51,26.88,52.01,2.17,2.17,2.17,2.17,2.17,2016.57,127.01,37.54,25326.07
26825.1,25.58,148.1,9.98,9.98,9.98,9.98,9.98,2018.89,126.94,37.57,18097.9
23885.12,35.1,24.87,7.43,7.43,7.43,7.43,7.43,2006.83,126.85,37.58,11638.85
45000.29,28.07,48.86,4.39,4.39,4.39,4.39,4.39,2005.85,127.1,37.55,21512.82
47011.17,53.29,7.95,4.86,4.86,4.86,4.86,4.86,2009.37,126.97,37.53,29373.29
40289.32,24.81,48.12,14.28,14.28,14.28,14.28,14.28,2018.85,126.89,37.52,25122.55
28330.01,12.58,102.11,5.97,5.97,5.97,5.97,5.97,2017.15,126.89,37.49,29850.63
45262.85,19.31,26.7,2.01,2.01,2.01,2.01,2.01,2011.6,126.9,37.56,21916
48611.3,7.06,14.92,4.13,4.13,4.13,4.13,4.13,2014.29,127.03,37.48,22706.76
36250.5,49.85,7.09,5.26,5.26,5.26,5.26,5.26,2018.16,127.01,37.56,14617.15
92697.22,34.25,48.47,10.13,10.13,10.13,10.13,10.13,2015.16,127.06,37.47,29930.83
27483.95,36.9,9.16,3.8,3.8,3.8,3.8,3.8,2014.09,127.06,37.56,24330.13
52250.98,14.76,67.99,4.27,4.27,4.27,4.27,4.27,2006.02,126.91,37.45,5519.43
53030.75,43.84,22.78,9.44,9.44,9.44,9.44,9.44,2014,126.91,37.57,1790.31
40180.19,41.47,9.08,1.81,1.81,1.81,1.81,1.81,2005.87,127.05,37.58,29169.85
151.19,23.77,33.76,3.75,3.75,3.75,3.75,3.75,2030.15,126.98,37.49,16115.17
50925.78,28.65,27.01,8.75,8.75,8.75,8.75,8.75,2010.93,126.98,37.53,25009.77
38546.7,63.31,42.8,4.37,4.37,4.37,4.37,4.37,2028.55,127.11,37.53,30088.16
13880.93,55.18,60.11,4,4,4,4,4,2019.21,126.97,37.57,17076.51
15327.95,1.76,10.58,0.73,0.73,0.73,0.73,0.73,2018.29,126.9,37.47,2105.59
26329.37,35.64,16.67,4.05,4.05,4.05,4.05,4.05,2019.65,126.87,37.5,7319.47
59846.58,16.17,83.52,6.34,6.34,6.34,6.34,6.34,2013.13,127.07,37.55,28871.76
35898.81,37.21,31.56,8.53,8.53,8.53,8.53,8.53,2008.23,126.96,37.57,25097.7
40394.09,34.56,42.96,0.97,0.97,0.97,0.97,0.97,2011.85,126.98,37.54,19101.88
61493.76,17.24,43.61,9.01,9.01,9.01,9.01,9.01,2017.06,126.9,37.52,28882.93
54971.18,46.73,36.24,8.23,8.23,8.23,8.23,8.23,1998.31,126.98,37.55,27997.65
25371.28,46.74,68.43,12.43,12.43,12.43,12.43,12.43,2010.98,127.09,37.55,10476.52
55950.09,21.15,13.83,0.72,0.72,0.72,0.72,0.72,2015.34,126.8,37.57,33454.58
787.94,22.62,47.94,10.58,10.58,10.58,10.58,10.58,1998.42,127.01,37.45,5576.19
19478.69,24.79,44.18,10.14,10.14,10.14,10.14,10.14,2019.01,126.94,37.54,6668.48
66047.59,29.68,113.17,8.6,8.6,8.6,8.6,8.6,2026.27,126.87,37.58,29005.97
9203.31,45.98,82.49,10.28,10.28,10.28,10.28,10.28,2003.75,127.04,37.52,8534.74
39498.4,16.54,4.15,12.89,12.89,12.89,12.89,12.89,1995.65,127.03,37.49,26493.84
30990.53,16.61,70.16,1.99,1.99,1.99,1.99,1.99,2013.88,126.93,37.51,32048.61
25983.78,39.58,19.73,0.46,0.46,0.46,0.46,0.46,2013.42,127.15,37.55,36307.64
18945.7,18.21,71.1,10.25,10.25,10.25,10.25,10.25,2011.98,127.08,37.55,9754.61
23494.1,59.68,15.74,8.52,8.52,8.52,8.52,8.52,2001.94,127,37.56,12373.68
4089.67,22.28,9.31,1.61,1.61,1.61,1.61,1.61,2003.85,126.9,37.45,4203.95
81870.87,26.17,67.67,0.08,0.08,0.08,0.08,0.08,2019.62,126.9,37.51,21021.61
37405.25,4.21,67.02,6.1,6.1,6.1,6.1,6.1,2014.99,127.13,37.6,4145.97
38739.68,26.48,67.93,4.96,4.96,4.96,4.96,4.96,2018.72,127.04,37.56,16314.08
36211.13,25.9,7.37,0.86,0.86,0.86,0.86,0.86,2014.83,126.91,37.56,5343.29
28238.78,9.03,0.93,2.02,2.02,2.02,2.02,2.02,2017.28,126.97,37.65,15783.46
32671.19,18.95,67.83,6.74,6.74,6.74,6.74,6.74,2017.28,126.89,37.51,10212.22
80951.97,47.57,56.26,9.24,9.24,9.24,9.24,9.24,2009.33,127.06,37.52,23217.61
12593.12,32.09,96.2,4.88,4.88,4.88,4.88,4.88,2016,126.94,37.46,19678.99
6875.57,68.81,113.42,14.2,14.2,14.2,14.2,14.2,2013.32,127.07,37.55,43243.63
30588.84,27.69,22.98,8.37,8.37,8.37,8.37,8.37,2008.93,126.99,37.56,24182.33
42017.06,21.28,24.1,1.93,1.93,1.93,1.93,1.93,2000.95,126.98,37.59,29657.43
58295.71,38.54,72.65,3.18,3.18,3.18,3.18,3.18,2017.9,127.09,37.44,25241.3
20235.49,41.08,2.51,4.35,4.35,4.35,4.35,4.35,2007.63,126.91,37.42,11680.64
41231.1,0.96,50.5,0.31,0.31,0.31,0.31,0.31,2010.34,127.04,37.55,38660.24
72425.27,14.85,10.51,4.79,4.79,4.79,4.79,4.79,2004.04,127.01,37.54,19852.43
49783.03,66.53,58.62,0.94,0.94,0.94,0.94,0.94,2004.4,127.07,37.48,34324.06
42114.39,31.45,26.13,12.57,12.57,12.57,12.57,12.57,2015.17,126.95,37.56,12066.41
5651.29,56.58,100.61,5.42,5.42,5.42,5.42,5.42,2013.85,126.92,37.53,32895.61
38721.2,44.43,48.94,0.78,0.78,0.78,0.78,0.78,2019.15,127,37.56,13616.28
43629.24,19.09,42.65,15.05,15.05,15.05,15.05,15.05,2008.76,127.02,37.55,19414.01
28823.52,14.84,5.88,7.98,7.98,7.98,7.98,7.98,2010.27,126.92,37.58,31239.48
26955.61,17.64,22.61,8.86,8.86,8.86,8.86,8.86,2021.16,127.11,37.56,26692.53
6771.4,43.25,119.61,11.49,11.49,11.49,11.49,11.49,2009.36,126.93,37.57,28750.48
49283.22,8.58,67.54,1.54,1.54,1.54,1.54,1.54,2020.59,126.99,37.53,29277.34
34085.84,3.88,91.16,6.95,6.95,6.95,6.95,6.95,2012.6,126.98,37.59,31993.54
37753.32,28.39,77,6.56,6.56,6.56,6.56,6.56,2013.32,126.95,37.58,16491.67
52959.36,13.73,166.61,8.19,8.19,8.19,8.19,8.19,2026.22,126.96,37.53,17554.39
9877.52,41.8,97.28,9.67,9.67,9.67,9.67,9.67,2015.5,127.05,37.51,15470.17
38785.65,28.84,47.97,7.39,7.39,7.39,7.39,7.39,2004.7,127,37.57,32142.35
92437.65,36.26,54.74,15.41,15.41,15.41,15.41,15.41,2020.5,126.86,37.46,20475.18
63741.18,56.16,66.23,2.68,2.68,2.68,2.68,2.68,2031.7,127.09,37.57,17578.07
38231.88,39.06,102.13,6.29,6.29,6.29,6.29,6.29,2000.22,127.18,37.49,16166.71
41314.03,25.69,30.52,3.24,3.24,3.24,3.24,3.24,2029.98,127.06,37.54,34659.18
78681.21,27.56,75.51,6.02,6.02,6.02,6.02,6.02,2005.16,126.94,37.51,7677.27
16377.48,14.12,33.56,10.8,10.8,10.8,10.8,10.8,2010.55,127.01,37.47,25424.13
16043.89,9.8,63.48,0.56,0.56,0.56,0.56,0.56,2011.08,127.03,37.54,9673.66
48152.37,51.73,75.04,6.96,6.96,6.96,6.96,6.96,2012.84,126.98,37.5,27700.4
14921.11,20.51,19.45,1.95,1.95,1.95,1.95,1.95,2011.44,126.97,37.54,16870.46
69362.4,45.97,45.24,11.37,11.37,11.37,11.37,11.37,2009.21,126.99,37.56,14257.08
72593.62,47.9,80.35,6.96,6.96,6.96,6.96,6.96,2012.21,127.01,37.5,24627.75
34743.36,31.95,39.79,3.69,3.69,3.69,3.69,3.69,1997.85,127.02,37.62,21317.12
50840.89,33.7,67.96,8.37,8.37,8.37,8.37,8.37,2009.4,127.05,37.55,5808.1
35093.45,24.45,31.2,5.09,5.09,5.09,5.09,5.09,2012.95,127.15,37.59,27736.89
10135.39,34.66,11.72,9.53,9.53,9.53,9.53,9.53,2021.82,126.86,37.53,43221.49
35175.02,82.2,69.66,6.56,6.56,6.56,6.56,6.56,2013.11,126.99,37.55,2336.46
16249.87,78.9,15.88,8.59,8.59,8.59,8.59,8.59,2003.78,126.99,37.54,10797.35
52882.5,69.64,70.46,11.45,11.45,11.45,11.45,11.45,2013.23,127,37.53,9516.55
34178.09,42.83,92.6,4.48,4.48,4.48,4.48,4.48,2005.59,126.89,37.57,22396.52
2788.96,36.01,52.97,12.45,12.45,12.45,12.45,12.45,2008.06,126.8,37.49,16774.51
36381.46,20.86,79.46,10.27,10.27,10.27,10.27,10.27,2012.39,127.05,37.55,26627.04
77256.34,57.97,48.45,5.71,5.71,5.71,5.71,5.71,2000.86,126.9,37.55,36464.31
81091.19,8.04,10.69,5.29,5.29,5.29,5.29,5.29,2018.78,126.92,37.53,21398.62
28274.42,57.2,14.44,10.11,10.11,10.11,10.11,10.11,2022.83,127.09,37.5,20688.58
56420.69,0.06,5.85,10.43,10.43,10.43,10.43,10.43,2020.2,126.97,37.52,12557.82
32432.56,20.01,8.81,2.53,2.53,2.53,2.53,2.53,2001.61,127.05,37.62,16707.38
33803.21,24.87,16.43,1.98,1.98,1.98,1.98,1.98,2027.07,126.97,37.5,23346.68
33529.01,17.32,125.34,3.7,3.7,3.7,3.7,3.7,2009.21,126.87,37.5,29907.42
43194.27,26.44,46,11.69,11.69,11.69,11.69,11.69,2003.85,126.89,37.59,41276.73
6861.82,1.16,27.78,10.6,10.6,10.6,10.6,10.6,2009.95,127.01,37.56,14542.7
17283.39,45.2,89.06,10.05,10.05,10.05,10.05,10.05,2014.13,126.99,37.5,15351.68
60101.2,28.09,32.72,2.36,2.36,2.36,2.36,2.36,2029.5,126.9,37.55,38811.23
44223.58,19.86,28.23,11.21,11.21,11.21,11.21,11.21,2004.98,126.85,37.53,21586.31
26286.84,13.2,31.72,10.19,10.19,10.19,10.19,10.19,1992.18,127.05,37.58,27278.94
39957.19,48.3,49.81,5.73,5.73,5.73,5.73,5.73,2008.19,126.92,37.46,22810.42
21146.85,44.51,14.08,0.07,0.07,0.07,0.07,0.07,2000.1,126.85,37.6,24481.14
16437.88,32.53,12.57,4.88,4.88,4.88,4.88,4.88,2009.3,126.95,37.57,28960.36
32527.47,31.29,52.98,6.22,6.22,6.22,6.22,6.22,2026.19,126.87,37.58,24985.66
26914.27,39.54,107.24,4.17,4.17,4.17,4.17,4.17,1996.58,127.03,37.56,28015.09
49446.63,31.96,45.99,9.58,9.58,9.58,9.58,9.58,2023.65,126.97,37.5,5926.77
69319.27,35.01,40.23,0.13,0.13,0.13,0.13,0.13,2000.3,127,37.53,14493.78
54659.66,42.76,3.29,9.62,9.62,9.62,9.62,9.62,1998.88,127.12,37.57,16557.04
30300.82,26.16,61.71,1.62,1.62,1.62,1.62,1.62,2016.52,126.94,37.5,20640.17
45750.31,50.27,49.39,9.52,9.52,9.52,9.52,9.52,2003.72,126.83,37.58,11197.79
8773.79,24.92,12.37,1.77,1.77,1.77,1.77,1.77,2013.77,126.94,37.5,23459.23
3613.74,2.33,55.24,9.03,9.03,9.03,9.03,9.03,2005,126.95,37.48,10016.03
33753.14,70.6,4.84,1.4,1.4,1.4,1.4,1.4,2023.22,126.93,37.54,26830.9
39526.38,26.21,8.3,6.25,6.25,6.25,6.25,6.25,2017.01,127.09,37.51,32829.1
51030.63,48.47,2.46,8.2,8.2,8.2,8.2,8.2,2019.28,126.95,37.55,16599.78
31611.16,31.65,39.21,3.84,3.84,3.84,3.84,3.84,2015.92,126.9,37.5,22230.63
44400.23,26.85,77.22,5.4,5.4,5.4,5.4,5.4,2019.55,126.92,37.53,27773.2
20447.31,37.32,40.38,9.67,9.67,9.67,9.67,9.67,2003.95,126.9,37.5,22098.21
46031.18,49.38,49.3,6.68,6.68,6.68,6.68,6.68,2008.03,126.99,37.58,25053.65
54477.89,55.73,62.37,9,9,9,9,9,2012.61,126.98,37.57,24384.21
17270.46,9.15,156.2,11.34,11.34,11.34,11.34,11.34,2015.81,127.05,37.53,28956.43
19434.96,26.95,27.2,6.23,6.23,6.23,6.23,6.23,2001.52,127.1,37.51,35259.01
37843.8,31.2,46.02,4.91,4.91,4.91,4.91,4.91,2004.28,127.1,37.52,46875.85
25930.06,33.91,30.78,8.48,8.48,8.48,8.48,8.48,2009.04,127.11,37.48,18398.54
18547.82,18.34,38.27,8.47,8.47,8.47,8.47,8.47,2018.3,127.02,37.54,17519.21
33069.57,60.04,25.17,5.3,5.3,5.3,5.3,5.3,2018.2,126.87,37.47,19582.16
2812.19,19.59,28.73,6.53,6.53,6.53,6.53,6.53,2017.61,126.87,37.51,20177.15
2192.25,24.18,32.74,5.83,5.83,5.83,5.83,5.83,2020.66,127,37.58,22731.68
31942.22,77.63,27.16,6.31,6.31,6.31,6.31,6.31,2014.43,127.03,37.61,15638.43
51048.28,25.91,17.31,9.75,9.75,9.75,9.75,9.75,2000.97,127.07,37.64,31386.43
48376.76,29.71,9.93,13.52,13.52,13.52,13.52,13.52,1993.19,126.85,37.56,24961.24
19029.87,23.42,70.94,5.86,5.86,5.86,5.86,5.86,2001.44,127.03,37.55,42538.27
64821.74,18.18,5.99,2.17,2.17,2.17,2.17,2.17,2006.52,126.98,37.5,18876.29
20222.3,12.14,2.08,8.31,8.31,8.31,8.31,8.31,2018.31,127.19,37.57,16085.98
5564.36,5.41,56.87,7.95,7.95,7.95,7.95,7.95,2016.13,127.06,37.57,23760.71
29823.13,52.15,71.97,12.53,12.53,12.53,12.53,12.53,2001.86,126.88,37.59,15535.62
51786.94,25.38,23.37,11.48,11.48,11.48,11.48,11.48,2020.72,126.95,37.44,25414.76
34706.34,13.86,97.72,5.75,5.75,5.75,5.75,5.75,2012.7,126.79,37.5,33433.6
39497.62,27.33,51.15,4.63,4.63,4.63,4.63,4.63,2012.76,126.98,37.58,16602.32
31900.87,51.36,13.15,11.67,11.67,11.67,11.67,11.67,2013.88,126.95,37.55,22324.63
32194.38,37.1,6.07,5.31,5.31,5.31,5.31,5.31,2013.8,127.24,37.49,14952.09
37332.62,33.14,12.39,9.67,9.67,9.67,9.67,9.67,2015.84,126.85,37.55,24713.68
6733.44,71.59,65.56,2.95,2.95,2.95,2.95,2.95,2007,127.01,37.52,24091.5
68107.94,18.79,0.14,6.75,6.75,6.75,6.75,6.75,2011.91,126.92,37.57,15589.2
37863.76,41.52,30.18,5.78,5.78,5.78,5.78,5.78,2011.6,127.03,37.47,30120.07
64988.1,12.91,52.27,7.59,7.59,7.59,7.59,7.59,2020.63,126.96,37.52,46053.12
29440,38.52,50.14,6.76,6.76,6.76,6.76,6.76,2013.87,126.8,37.57,32222.96
33929.12,42.48,14.21,7.54,7.54,7.54,7.54,7.54,1996.58,126.93,37.55,27390.17
44471.21,3.1,24.57,10.35,10.35,10.35,10.35,10.35,2027.28,127.06,37.57,27153.62
65786.99,10.9,37.59,10.48,10.48,10.48,10.48,10.48,2000.02,126.91,37.58,7004.94
44941.33,43.71,3.4,2.09,2.09,2.09,2.09,2.09,2018.59,126.99,37.58,22107.77
58511.03,29.5,8.81,9.16,9.16,9.16,9.16,9.16,2007.23,127.11,37.51,18764.04
52987.23,41.35,23.15,6.02,6.02,6.02,6.02,6.02,2004.13,127.1,37.55,14404.47
62602.05,19.04,3.87,2.71,2.71,2.71,2.71,2.71,2015.25,126.87,37.55,21085.88
25047.07,32.85,0.7,11.33,11.33,11.33,11.33,11.33,2012.8,127.14,37.56,23433.89
27983.17,23.08,50.29,4.84,4.84,4.84,4.84,4.84,2013.01,126.8,37.56,18716.02
2404.23,42.3,74.92,4.66,4.66,4.66,4.66,4.66,2009.52,126.92,37.52,38769.39
32740.76,50.19,82.72,2.31,2.31,2.31,2.31,2.31,2023.55,126.99,37.54,20682.23
59458.8,61.48,37.42,9.23,9.23,9.23,9.23,9.23,2007.23,126.89,37.54,20719.03
61374.83,28.35,59.92,7.21,7.21,7.21,7.21,7.21,2017.36,127.03,37.5,8001.98
20679.75,37.1,49.49,7.86,7.86,7.86,7.86,7.86,2016.07,127.03,37.48,30413.76
72553.69,92.79,32.69,11.1,11.1,11.1,11.1,11.1,2013.61,127.11,37.53,33310.59
28880.79,6.33,81.04,4.87,4.87,4.87,4.87,4.87,2003.22,126.95,37.59,17994.54
32577.15,24.58,101.11,4.56,4.56,4.56,4.56,4.56,2020.05,126.89,37.49,32833.54
28296.23,3.09,11.68,6.81,6.81,6.81,6.81,6.81,2003.77,127.02,37.59,37947.38
37994.56,67.06,61.07,8.78,8.78,8.78,8.78,8.78,2008.27,126.87,37.54,16896.99
53127.15,59.19,38.02,5.93,5.93,5.93,5.93,5.93,1995.79,127.02,37.49,28766.04
42828.4,6.85,81.84,8.07,8.07,8.07,8.07,8.07,2012.52,126.99,37.54,33157.07
25261.34,35.83,0.36,7.1,7.1,7.1,7.1,7.1,2005.95,126.85,37.56,25818.85
43295.2,22.12,92.5,7.42,7.42,7.42,7.42,7.42,2016.44,126.9,37.63,23177.57
42810.21,47.62,17.29,1.56,1.56,1.56,1.56,1.56,2005.59,126.84,37.48,21382.06
19397.65,30.22,14.03,8.11,8.11,8.11,8.11,8.11,2027.18,126.9,37.59,25741.98
28639.93,49.88,12.61,11.46,11.46,11.46,11.46,11.46,2001.48,127.07,37.49,12216.4
12304.25,14.69,79.4,1.54,1.54,1.54,1.54,1.54,1990.72,126.98,37.59,19408.85
51852.78,35.23,31.24,12.15,12.15,12.15,12.15,12.15,2007.86,126.91,37.55,24709.89
49180.92,37.89,29.71,13,13,13,13,13,2001.16,126.94,37.56,11823.33
75446.56,19.95,50.3,7.4,7.4,7.4,7.4,7.4,2018.63,126.99,37.56,4445.26
22162.37,26.7,37.1,1.37,1.37,1.37,1.37,1.37,2014.56,126.71,37.55,20286.49
33685.47,2.55,38.4,10.88,10.88,10.88,10.88,10.88,2007.62,126.94,37.5,18315.24
28286.61,25.99,36.47,9.9,9.9,9.9,9.9,9.9,2016.24,126.93,37.52,155.32
13794.58,21.76,102.62,0.62,0.62,0.62,0.62,0.62,2001.7,126.96,37.55,15372.5
64217.2,15.65,89.2,1.17,1.17,1.17,1.17,1.17,2014.38,127.01,37.52,51223.29
79912.58,55.51,4.72,3.98,3.98,3.98,3.98,3.98,2001.69,126.92,37.48,26243.74
32910.76,33.47,146.88,6.91,6.91,6.91,6.91,6.91,2012.72,126.96,37.54,15829.71
91792.84,35.39,42.06,9.52,9.52,9.52,9.52,9.52,2008.76,127.03,37.54,34937.11
57570.19,26.75,38.94,9.36,9.36,9.36,9.36,9.36,2023.17,126.97,37.5,23069.17
24775.05,24.34,48.72,6.09,6.09,6.09,6.09,6.09,2007.75,127.07,37.51,30368.25
31682.83,34.73,48.56,7.92,7.92,7.92,7.92,7.92,2008.92,127.07,37.6,33943.26
23143.72,32.35,100.57,0.09,0.09,0.09,0.09,0.09,2008.72,127.09,37.52,32581.96
38434.71,57.74,21.89,3.85,3.85,3.85,3.85,3.85,2004.14,126.88,37.57,18762.78
43710.34,42.47,87.06,0.36,0.36,0.36,0.36,0.36,2013.68,127.08,37.49,50659.17
49328.17,33.59,34.03,7.09,7.09,7.09,7.09,7.09,2016.11,127.05,37.58,27540.71
46787.39,37.22,27.01,3.15,3.15,3.15,3.15,3.15,2009.3,126.74,37.59,1580.32
33504.39,40.21,23.74,4.92,4.92,4.92,4.92,4.92,2009.93,126.89,37.49,31241.68
29929.26,19.85,19.96,1.48,1.48,1.48,1.48,1.48,2003,126.86,37.53,19866.41
